date,WI_1,WI_2,WI_3
2016-03-10,9848.65,15297.74,9727.31
2016-03-11,11376.43,16707.08,11208.01
2016-03-12,15233.39,19134.82,14016.12
2016-03-13,14421.52,17482.1,14206.08
2016-03-14,9758.1,17026.02,11054.27
2016-03-15,9523.82,18116.68,11272.47
2016-03-16,9273.0,14841.33,8771.6
2016-03-17,8944.53,12349.59,9126.58
2016-03-18,10497.03,13920.91,10594.35
2016-03-19,14697.78,15396.61,13044.99
2016-03-20,14756.11,16415.4,12262.14
2016-03-21,9798.82,12588.86,9003.5
2016-03-22,8831.94,11647.11,8626.09
2016-03-23,8054.51,11572.09,7207.52
2016-03-24,8393.8,11098.08,8009.2300000000005
2016-03-25,14814.75,14885.49,11917.9
2016-03-26,17756.81,15355.130000000001,12946.88
2016-03-27,10633.3,10843.27,11356.56
2016-03-28,9515.64,12008.9,8658.56
2016-03-29,8413.73,11634.8,8899.89
2016-03-30,7900.81,10220.51,7955.67
2016-03-31,8900.28,10670.28,8386.98
2016-04-01,13428.87,18023.46,12105.44
2016-04-02,15488.17,19951.09,15120.47
2016-04-03,16997.06,20078.4,15226.84
2016-04-04,9622.86,14506.26,10091.69
2016-04-05,9732.79,16416.33,11352.34
2016-04-06,9325.03,17597.52,11040.2
2016-04-07,9590.76,15029.59,9983.82
2016-04-08,11615.97,19000.62,11783.43
2016-04-09,18539.27,23108.02,15710.61
2016-04-10,15723.04,17559.43,14534.12
2016-04-11,10514.1,18240.56,11786.12
2016-04-12,10118.380000000001,17421.03,11559.74
2016-04-13,9117.23,13925.19,8882.74
2016-04-14,10067.52,16057.74,10101.1
2016-04-15,12202.7,18264.02,12252.710000000001
2016-04-16,14479.73,16280.31,13438.84
2016-04-17,15036.6,16029.69,13120.89
2016-04-18,9324.65,12399.62,10077.68
2016-04-19,9082.31,12607.210000000001,9472.7
2016-04-20,9949.23,12212.210000000001,9341.89
2016-04-21,10361.39,12796.87,9212.23
2016-04-22,12292.56,14251.83,10959.56
2016-04-23,14332.14,15761.02,13120.79
2016-04-24,14858.97,15066.130000000001,12892.99
2016-04-25,9498.48,11950.82,9248.18
2016-04-26,9446.94,11942.89,8950.87
2016-04-27,9484.43,10862.16,8152.41
2016-04-28,9651.43,12624.97,8073.34
2016-04-29,12292.07,16617.89,10366.75
2016-04-30,16026.76,15435.87,12722.83
2016-05-01,15987.16,15403.56,13468.86
2016-05-02,10656.36,16007.25,12123.56
2016-05-03,10604.54,18652.08,12606.960000000001
2016-05-04,10455.68,14654.52,10565.6
2016-05-05,11258.6,17157.94,11483.95
2016-05-06,11901.18,17105.13,11630.84
2016-05-07,16256.33,17415.87,14956.19
2016-05-08,12298.68,16314.79,12664.06
2016-05-09,11917.4,19658.05,12697.32
2016-05-10,9995.48,14439.300000000001,9503.6
2016-05-11,12257.9,19898.23,11556.27
2016-05-12,10925.27,17216.33,11238.97
2016-05-13,11834.56,15568.59,11233.33
2016-05-14,16841.64,21829.53,16047.42
2016-05-15,16822.06,21976.03,16739.45
2016-05-16,10274.23,14444.74,10963.3
2016-05-17,10121.1,13612.95,9617.12
2016-05-18,9605.89,12928.75,9163.29
2016-05-19,10478.86,13547.39,9660.130000000001
2016-05-20,11358.75,14139.33,11982.37
2016-05-21,14614.05,15020.25,12370.23
2016-05-22,15332.95,14821.51,13432.85
